Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
4195;24;10;2017;13;42;3;14;17
4196;25;10;2017;32;18;10;28;17
4197;26;10;2017;3;18;33;14;20
4198;27;10;2017;30;11;28;5;6
4199;28;10;2017;41;34;40;4;31
4200;29;10;2017;9;25;42;3;35
4201;30;10;2017;7;16;29;34;39
4202;31;10;2017;37;10;30;39;17
4203;1;11;2017;29;4;8;11;2
4204;2;11;2017;7;24;10;14;3
4205;3;11;2017;33;24;15;32;7
4206;4;11;2017;3;5;12;37;15
4207;5;11;2017;3;2;25;4;20
4208;6;11;2017;36;37;30;39;29
4209;7;11;2017;23;39;41;30;15
4210;8;11;2017;38;36;8;41;18
4211;9;11;2017;30;21;41;24;8
4212;10;11;2017;17;19;38;14;16
4213;11;11;2017;33;30;27;11;22
4214;12;11;2017;4;31;16;32;14
4215;13;11;2017;8;16;39;38;32
4216;14;11;2017;14;16;13;2;8
4217;15;11;2017;25;3;8;36;12
4218;16;11;2017;9;33;14;35;29
4219;17;11;2017;17;37;11;19;39
4220;18;11;2017;4;6;29;40;34
4221;19;11;2017;33;28;24;29;12
4222;20;11;2017;29;39;13;40;12
4223;21;11;2017;35;39;22;7;38
4224;22;11;2017;7;26;32;36;41
4225;23;11;2017;6;2;28;23;9
4226;24;11;2017;34;6;10;3;19
4227;25;11;2017;24;41;33;26;30
4228;26;11;2017;18;8;16;39;41
4229;27;11;2017;10;33;37;20;39
4230;28;11;2017;30;28;2;38;22
4231;29;11;2017;3;12;36;37;13
4232;30;11;2017;18;33;29;26;11
4233;1;12;2017;29;8;2;25;14
4234;2;12;2017;36;18;20;2;26
4235;3;12;2017;4;30;34;23;39
4236;4;12;2017;1;37;34;28;29
4237;5;12;2017;31;28;10;9;41
4238;6;12;2017;15;26;3;36;12
4239;7;12;2017;18;9;19;15;4
4240;8;12;2017;5;37;21;25;12
4241;9;12;2017;38;23;24;5;19
4242;10;12;2017;10;37;9;41;19
4243;11;12;2017;12;28;24;22;31
4244;12;12;2017;34;10;15;38;2
4245;13;12;2017;23;14;15;33;42
4246;14;12;2017;33;15;40;14;28
4247;15;12;2017;14;10;35;6;15
4248;16;12;2017;29;6;32;23;34
4249;17;12;2017;5;25;6;11;29
4250;18;12;2017;11;34;2;22;39
4251;19;12;2017;35;21;3;28;29
4252;20;12;2017;1;28;24;19;35
4253;21;12;2017;15;9;10;37;35
4254;22;12;2017;36;1;2;24;41
4255;23;12;2017;34;40;22;7;11
4256;24;12;2017;30;21;12;33;19
4257;25;12;2017;8;16;17;24;42
4258;26;12;2017;1;18;14;4;31
4259;27;12;2017;5;26;3;17;34
4260;28;12;2017;37;13;24;32;3
4261;29;12;2017;22;4;21;34;15
4262;30;12;2017;1;3;22;19;29
4263;31;12;2017;11;42;30;6;29
4264;1;1;2018;4;12;9;24;14
4265;2;1;2018;20;36;19;39;10
4266;3;1;2018;9;36;10;2;6
4267;4;1;2018;5;4;34;11;42
4268;5;1;2018;5;17;2;31;3
4269;6;1;2018;1;4;9;12;28
4270;7;1;2018;38;17;13;10;39
4271;8;1;2018;26;10;39;13;28
4272;9;1;2018;27;42;2;40;33
4273;10;1;2018;1;25;29;32;7
4274;11;1;2018;1;31;19;36;3
4275;12;1;2018;31;14;10;13;38
4276;13;1;2018;40;7;2;27;1
4277;14;1;2018;28;22;42;2;20
4278;15;1;2018;6;28;11;13;33
4279;16;1;2018;28;31;37;32;41
4280;17;1;2018;4;28;13;40;33
4281;18;1;2018;40;31;8;6;18
4282;19;1;2018;18;30;35;31;28
4283;20;1;2018;26;28;34;36;41
4284;21;1;2018;17;28;33;27;24
4285;22;1;2018;35;28;31;10;8
4286;23;1;2018;28;17;42;24;14
4287;24;1;2018;32;10;26;29;7
4288;25;1;2018;16;29;4;37;8
4289;26;1;2018;30;22;21;9;36
4290;27;1;2018;4;24;14;9;28
4291;28;1;2018;21;41;6;7;17
4292;29;1;2018;2;35;18;30;12
4293;30;1;2018;8;16;21;10;29
4294;31;1;2018;16;12;20;23;11
4295;1;2;2018;6;33;42;40;26
4296;2;2;2018;6;30;42;21;28
4297;3;2;2018;14;9;11;30;19
4298;4;2;2018;17;20;15;32;36
4299;5;2;2018;33;40;30;31;14
4300;6;2;2018;21;33;28;6;2
4301;7;2;2018;36;28;6;41;42
4302;8;2;2018;11;4;18;19;1
4303;9;2;2018;16;39;12;10;5
4304;10;2;2018;33;31;10;42;41
4305;11;2;2018;36;28;40;41;3
4306;12;2;2018;40;3;16;33;38
4307;13;2;2018;3;27;25;17;23
4308;14;2;2018;31;7;15;3;40
4309;15;2;2018;19;16;32;13;30
4310;16;2;2018;9;24;39;30;12
4311;17;2;2018;8;16;11;18;10
4312;18;2;2018;36;12;6;38;35
4313;19;2;2018;2;29;21;36;13
4314;20;2;2018;19;32;36;21;10
4315;21;2;2018;6;3;28;13;12
4316;22;2;2018;41;16;18;38;7
4317;23;2;2018;16;30;22;34;20
4318;24;2;2018;22;16;25;33;17
4319;25;2;2018;19;22;33;5;4
4320;26;2;2018;15;22;40;30;34
4321;27;2;2018;14;41;4;22;26
4322;28;2;2018;39;13;18;6;31
4323;1;3;2018;26;34;37;19;14
4324;2;3;2018;10;8;1;15;2
4325;3;3;2018;41;37;39;31;40
4326;4;3;2018;36;9;22;38;11
4327;5;3;2018;36;22;28;30;21
4328;6;3;2018;32;36;15;40;2
4329;7;3;2018;29;28;10;5;2
4330;8;3;2018;33;23;40;6;34
4331;9;3;2018;1;14;16;5;19
4332;10;3;2018;30;3;35;28;31
4333;11;3;2018;17;21;14;27;30
4334;12;3;2018;30;21;29;36;27
4335;13;3;2018;12;5;23;10;29
4336;14;3;2018;19;1;39;41;8
4337;15;3;2018;9;19;4;37;16
4338;16;3;2018;35;13;3;22;7
4339;17;3;2018;10;28;37;6;27
4340;18;3;2018;20;27;31;26;7
4341;19;3;2018;31;8;38;2;37
4342;20;3;2018;5;1;35;23;7
4343;21;3;2018;1;15;12;26;38
4344;22;3;2018;21;34;26;3;36
4345;23;3;2018;41;28;29;30;25
4346;24;3;2018;39;22;28;8;3
4347;25;3;2018;7;33;35;2;17
4348;26;3;2018;40;33;5;19;24
4349;27;3;2018;17;16;5;29;14
4350;28;3;2018;21;11;34;6;41
4351;29;3;2018;10;29;39;40;21
4352;30;3;2018;26;36;10;37;29
4353;31;3;2018;3;39;28;13;2
4354;1;4;2018;8;19;13;4;38
4355;2;4;2018;6;36;23;24;33
4356;3;4;2018;6;41;21;5;4
4357;4;4;2018;3;12;21;32;1
4358;5;4;2018;23;19;21;15;42
4359;6;4;2018;41;23;32;36;42
4360;7;4;2018;24;34;1;20;5
4361;8;4;2018;5;27;30;1;35
4362;9;4;2018;1;6;32;7;8
4363;10;4;2018;33;19;41;31;37
4364;11;4;2018;9;1;21;22;17
4365;12;4;2018;30;27;32;13;8
4366;13;4;2018;17;6;22;26;34
4367;14;4;2018;35;32;30;40;15
4368;15;4;2018;23;42;19;22;36
4369;16;4;2018;39;5;16;31;25
4370;17;4;2018;27;20;26;1;30
4371;18;4;2018;30;18;22;26;33
4372;19;4;2018;22;13;24;36;16
4373;20;4;2018;28;39;26;3;14
4374;21;4;2018;14;36;19;2;37
4375;22;4;2018;41;17;30;9;22
4376;23;4;2018;33;29;32;12;36
4377;24;4;2018;7;23;32;3;28
4378;25;4;2018;25;3;36;35;15
4379;26;4;2018;41;35;23;25;19
4380;27;4;2018;15;2;13;38;32
4381;28;4;2018;18;8;19;26;39
4382;29;4;2018;26;1;19;21;38
4383;30;4;2018;10;33;15;27;42
4384;1;5;2018;27;39;10;4;41
4385;2;5;2018;27;40;1;10;4
4386;3;5;2018;15;8;23;20;14
4387;4;5;2018;34;39;36;11;14
4388;5;5;2018;42;6;15;18;27
4389;6;5;2018;32;22;3;1;41
4390;7;5;2018;11;32;34;35;21
4391;8;5;2018;7;30;24;26;2
4392;9;5;2018;16;29;24;17;18
4393;10;5;2018;8;40;30;29;12
4394;11;5;2018;1;4;13;35;8
4395;12;5;2018;15;31;1;28;25
4396;13;5;2018;41;27;14;26;25
4397;14;5;2018;38;26;17;14;11
4398;15;5;2018;36;9;19;22;20
4399;16;5;2018;9;16;33;26;30
4400;17;5;2018;12;32;24;42;38
4401;18;5;2018;26;13;32;2;9
4402;19;5;2018;26;30;31;33;36
4403;20;5;2018;24;19;28;18;21
4404;21;5;2018;9;18;29;25;28
4405;22;5;2018;14;39;33;25;12
4406;23;5;2018;38;12;19;7;20
4407;24;5;2018;28;4;40;16;15
4408;25;5;2018;27;16;14;28;20
4409;26;5;2018;16;19;35;26;9
4410;27;5;2018;25;11;33;21;28
4411;28;5;2018;18;42;7;35;41
4412;29;5;2018;23;6;30;13;2
4413;30;5;2018;8;26;9;13;12
4414;31;5;2018;31;3;22;10;4
4415;1;6;2018;33;16;24;10;41
4416;2;6;2018;32;5;39;35;27
4417;3;6;2018;18;11;2;38;32
4418;4;6;2018;21;11;13;24;29
4419;5;6;2018;4;13;32;41;27
4420;6;6;2018;28;16;1;6;37
4421;7;6;2018;27;35;36;20;11
4422;8;6;2018;22;34;8;3;2
4423;9;6;2018;21;26;15;1;28
4424;10;6;2018;20;41;13;27;37
4425;11;6;2018;37;15;32;24;33
4426;12;6;2018;18;27;41;15;25
4427;13;6;2018;35;11;42;26;5
4428;14;6;2018;10;14;29;17;27
4429;15;6;2018;38;39;24;8;31
4430;16;6;2018;31;20;33;27;9
4431;17;6;2018;7;1;31;11;26
4432;18;6;2018;6;21;34;10;24
4433;19;6;2018;25;6;24;7;22
4434;20;6;2018;17;21;14;36;8
4435;21;6;2018;21;39;42;9;19
4436;22;6;2018;25;36;11;3;15
4437;23;6;2018;41;9;25;2;37
4438;24;6;2018;19;2;40;12;28
4439;25;6;2018;11;38;27;28;39
4440;26;6;2018;9;39;35;19;17
4441;27;6;2018;17;34;23;33;41
4442;28;6;2018;9;20;2;22;42
4443;29;6;2018;25;28;38;30;1
4444;30;6;2018;41;1;30;33;9
4445;1;7;2018;40;30;9;28;3
4446;2;7;2018;17;38;4;30;32
4447;3;7;2018;7;42;3;25;15
4448;4;7;2018;1;24;23;42;17
4449;5;7;2018;18;1;10;37;35
4450;6;7;2018;29;18;28;30;31
4451;7;7;2018;24;19;11;12;31
4452;8;7;2018;9;19;1;33;41
4453;9;7;2018;22;20;23;27;40
4454;10;7;2018;25;14;18;37;12
4455;11;7;2018;19;8;22;21;6
4456;12;7;2018;24;40;30;7;5
4457;13;7;2018;2;6;24;27;38
4458;14;7;2018;16;25;34;19;26
4459;15;7;2018;12;4;39;3;36
4460;16;7;2018;36;17;21;15;40
4461;17;7;2018;33;13;4;2;17
4462;18;7;2018;26;31;16;13;2
4463;19;7;2018;32;20;17;25;7
4464;20;7;2018;19;30;40;7;36
4465;21;7;2018;14;13;36;21;20
4466;22;7;2018;16;8;38;22;20
4467;23;7;2018;22;4;38;26;28
4468;24;7;2018;24;2;9;11;19
4469;25;7;2018;35;33;6;1;39
4470;26;7;2018;31;2;17;10;5
4471;27;7;2018;29;25;36;10;31
4472;28;7;2018;2;36;34;42;39
4473;29;7;2018;1;23;41;31;18
4474;30;7;2018;14;16;28;22;36
4475;31;7;2018;25;37;39;28;9
4476;1;8;2018;36;3;37;22;19
4477;2;8;2018;18;9;38;12;27
4478;3;8;2018;9;10;15;4;42
4479;4;8;2018;27;17;36;19;21
4480;5;8;2018;20;2;38;41;10
4481;6;8;2018;12;21;3;19;37
4482;7;8;2018;14;42;5;20;21
4483;8;8;2018;6;38;3;37;2
4484;9;8;2018;17;14;27;22;30
4485;10;8;2018;29;5;4;6;28
4486;11;8;2018;34;33;26;27;14
4487;12;8;2018;33;23;24;30;37
4488;13;8;2018;29;32;39;33;10
4489;14;8;2018;23;15;29;41;14
4490;15;8;2018;3;10;14;8;17
4491;16;8;2018;1;25;33;35;5
4492;17;8;2018;23;10;6;42;18
4493;18;8;2018;18;42;29;14;27
4494;19;8;2018;3;23;24;35;8
4495;20;8;2018;1;23;41;19;20
4496;21;8;2018;33;28;21;5;13
4497;22;8;2018;17;12;29;16;11
4498;23;8;2018;5;16;36;12;3
4499;24;8;2018;30;33;7;37;8
4500;25;8;2018;14;20;35;36;7
4501;26;8;2018;18;12;26;3;24
4502;27;8;2018;12;21;29;32;15
4503;28;8;2018;38;2;41;40;36
4504;29;8;2018;41;18;16;6;27
4505;30;8;2018;35;20;25;3;6
4506;31;8;2018;24;23;32;18;5
4507;1;9;2018;34;36;40;39;21
4508;2;9;2018;4;19;38;23;6
4509;3;9;2018;14;29;4;5;16
4510;4;9;2018;32;2;9;26;37
4511;5;9;2018;19;32;37;14;40
4512;6;9;2018;19;6;13;25;23
4513;7;9;2018;39;34;25;10;42
4514;8;9;2018;30;37;12;1;31
4515;9;9;2018;23;6;40;7;9
4516;10;9;2018;28;34;7;22;13
4517;11;9;2018;14;12;30;23;6
4518;12;9;2018;3;32;5;9;7
4519;13;9;2018;23;36;38;24;33
4520;14;9;2018;31;18;32;21;19
4521;15;9;2018;6;36;42;21;15
4522;16;9;2018;23;31;35;8;3
4523;17;9;2018;21;10;34;36;3
4524;18;9;2018;38;28;13;27;14
4525;19;9;2018;26;20;17;9;25
4526;20;9;2018;12;7;33;20;11
4527;21;9;2018;4;32;35;34;31
4528;22;9;2018;16;11;38;25;32
4529;23;9;2018;24;10;11;42;41
4530;24;9;2018;34;16;39;6;37
4531;25;9;2018;4;14;23;34;18
4532;26;9;2018;42;12;36;27;7
4533;27;9;2018;10;20;35;34;13
4534;28;9;2018;12;35;28;4;40
4535;29;9;2018;38;4;7;18;6
4536;30;9;2018;39;10;22;23;7
4537;1;10;2018;40;33;26;13;35
4538;2;10;2018;2;11;36;16;27
4539;3;10;2018;32;9;25;37;26
4540;4;10;2018;28;1;25;29;3
4541;5;10;2018;4;20;5;7;21
4542;6;10;2018;35;9;21;13;18
4543;7;10;2018;7;13;11;2;25
4544;8;10;2018;9;18;3;2;20
4545;9;10;2018;4;34;17;39;19
4546;10;10;2018;22;16;8;21;34
4547;11;10;2018;16;12;7;9;31
4548;12;10;2018;3;7;31;35;4
4549;13;10;2018;40;35;29;18;41
4550;14;10;2018;25;23;20;16;36
4551;15;10;2018;12;17;13;11;25
4552;16;10;2018;27;29;23;33;40
4553;17;10;2018;24;26;22;13;29
4554;18;10;2018;35;42;19;9;15
4555;19;10;2018;31;41;30;2;35
4556;20;10;2018;40;22;30;19;1
4557;21;10;2018;11;33;18;17;5
4558;22;10;2018;16;15;35;6;25
4559;23;10;2018;5;24;36;38;37
4560;24;10;2018;31;21;40;23;6
4561;25;10;2018;21;32;1;9;14
4562;26;10;2018;13;8;4;6;15
4563;27;10;2018;16;7;38;8;40
4564;28;10;2018;4;11;34;32;5
4565;29;10;2018;10;20;6;31;16
4566;30;10;2018;36;1;10;34;22
4567;31;10;2018;32;30;36;2;5
4568;1;11;2018;42;31;36;29;17
4569;2;11;2018;39;8;5;33;15
4570;3;11;2018;23;3;17;6;15
4571;4;11;2018;38;36;1;16;18
4572;5;11;2018;35;12;25;31;20
4573;6;11;2018;37;26;2;6;39
4574;7;11;2018;13;15;4;1;29
4575;8;11;2018;16;30;23;31;22
4576;9;11;2018;24;31;9;23;38
4577;10;11;2018;37;16;6;38;5
4578;11;11;2018;25;35;11;34;3
4579;12;11;2018;7;32;5;34;35
4580;13;11;2018;21;19;17;31;18
4581;14;11;2018;18;9;27;26;16
4582;15;11;2018;28;6;22;12;23
4583;16;11;2018;24;23;30;26;15
4584;17;11;2018;3;11;16;36;17
4585;18;11;2018;29;10;35;23;38
4586;19;11;2018;13;35;1;26;30
4587;20;11;2018;30;35;15;33;21
4588;21;11;2018;17;32;9;33;8
4589;22;11;2018;31;28;15;14;3
4590;23;11;2018;2;11;19;37;16
4591;24;11;2018;21;10;6;7;4
4592;25;11;2018;31;32;19;34;3
4593;26;11;2018;29;24;17;4;33
4594;27;11;2018;1;3;34;25;6
4595;28;11;2018;26;35;29;2;41
4596;29;11;2018;23;15;31;10;7
4597;30;11;2018;15;29;31;20;37
4598;1;12;2018;39;33;7;35;9
4599;2;12;2018;3;40;15;32;33
4600;3;12;2018;32;39;23;24;3
4601;4;12;2018;20;18;12;17;16
4602;5;12;2018;9;17;14;27;30
4603;6;12;2018;12;17;2;6;29
4604;7;12;2018;13;1;18;25;21
4605;8;12;2018;39;15;7;36;11
4606;9;12;2018;39;26;3;5;16
4607;10;12;2018;26;9;27;7;42
4608;11;12;2018;42;21;30;40;35
4609;12;12;2018;14;27;22;18;19
4610;13;12;2018;13;41;9;31;17
4611;14;12;2018;41;35;1;9;37
4612;15;12;2018;27;1;30;23;2
4613;16;12;2018;37;5;20;7;30
4614;17;12;2018;27;29;1;30;23
4615;18;12;2018;8;23;3;27;21
4616;19;12;2018;33;14;16;3;8
4617;20;12;2018;26;36;7;29;40
4618;21;12;2018;33;31;17;4;15
4619;22;12;2018;23;39;4;3;26
4620;23;12;2018;41;20;7;36;4
4621;24;12;2018;42;35;3;25;24
4622;25;12;2018;8;12;39;17;35
4623;26;12;2018;19;3;4;7;28
4624;27;12;2018;18;29;32;1;19
4625;28;12;2018;9;26;16;40;24
4626;29;12;2018;20;25;29;35;30
4627;30;12;2018;3;11;34;41;42
4628;31;12;2018;25;26;31;13;22
4629;1;1;2019;18;5;33;28;7
4630;2;1;2019;5;39;29;14;8
4631;3;1;2019;41;30;35;17;25
4632;4;1;2019;25;27;14;5;20
4633;5;1;2019;32;29;1;15;13
4634;6;1;2019;14;27;20;24;22
4635;7;1;2019;7;35;18;22;36
4636;8;1;2019;1;13;32;37;22
4637;9;1;2019;10;13;11;42;39
4638;10;1;2019;13;19;18;29;15
4639;11;1;2019;4;15;30;39;38
4640;12;1;2019;26;40;23;36;37
4641;13;1;2019;3;10;8;5;2
4642;14;1;2019;4;11;8;19;17
4643;15;1;2019;38;32;42;7;27
4644;16;1;2019;37;36;11;3;23
4645;17;1;2019;37;34;30;23;11
4646;18;1;2019;22;1;29;23;18
4647;19;1;2019;24;7;33;13;27
4648;20;1;2019;16;18;35;24;30
4649;21;1;2019;29;37;32;25;6
4650;22;1;2019;38;5;18;36;42
4651;23;1;2019;22;39;14;37;21
4652;24;1;2019;37;18;40;12;6
4653;25;1;2019;33;34;12;40;3
4654;26;1;2019;10;29;31;37;19
4655;27;1;2019;36;8;16;25;34
4656;28;1;2019;35;37;6;29;28
4657;29;1;2019;26;10;3;24;9
4658;30;1;2019;13;1;10;15;4
4659;31;1;2019;41;31;26;25;30
4660;1;2;2019;38;6;37;3;41
4661;2;2;2019;23;31;38;19;33
4662;3;2;2019;22;11;12;30;34
4663;4;2;2019;22;33;27;18;11
4664;5;2;2019;8;28;36;6;2
4665;6;2;2019;29;23;26;21;30
4666;7;2;2019;31;27;40;15;24
4667;8;2;2019;14;38;35;12;36
4668;9;2;2019;21;11;38;27;13
4669;10;2;2019;11;18;7;34;26
4670;11;2;2019;22;15;14;17;3
4671;12;2;2019;13;33;9;5;7
4672;13;2;2019;11;27;32;4;41
4673;14;2;2019;37;18;28;23;9
4674;15;2;2019;22;16;1;11;35
4675;16;2;2019;4;37;40;11;19
4676;17;2;2019;20;6;18;42;28
4677;18;2;2019;23;5;16;34;37
4678;19;2;2019;8;3;20;33;24
4679;20;2;2019;21;36;28;15;2
4680;21;2;2019;31;40;5;39;29
4681;22;2;2019;24;11;16;10;35
4682;23;2;2019;39;18;14;6;26
4683;24;2;2019;31;13;42;33;4
4684;25;2;2019;5;21;1;22;27
4685;26;2;2019;26;12;39;25;27
4686;27;2;2019;31;22;4;15;8
4687;28;2;2019;18;10;36;17;21
4688;1;3;2019;19;28;13;4;22
4689;2;3;2019;20;2;30;5;34
4690;3;3;2019;28;13;30;37;24
4691;4;3;2019;37;33;39;1;42
4692;5;3;2019;35;40;37;15;11
4693;6;3;2019;3;20;33;13;25
4694;7;3;2019;16;13;41;36;37
4695;8;3;2019;26;30;22;27;4
4696;9;3;2019;29;26;38;8;4
4697;10;3;2019;7;13;10;21;29
4698;11;3;2019;16;20;42;3;39
4699;12;3;2019;9;29;36;38;4
4700;13;3;2019;27;29;10;24;23
4701;14;3;2019;34;4;30;8;15
4702;15;3;2019;32;5;42;4;26
4703;16;3;2019;29;26;23;31;1
4704;17;3;2019;42;7;35;37;30
4705;18;3;2019;8;40;4;37;35
4706;19;3;2019;8;15;22;24;29
4707;20;3;2019;16;19;41;2;17
4708;21;3;2019;27;23;26;8;28
4709;22;3;2019;37;23;12;15;9
4710;23;3;2019;27;32;28;22;23
4711;24;3;2019;23;37;39;24;42
4712;25;3;2019;22;19;37;28;17
4713;26;3;2019;28;38;20;22;4
4714;27;3;2019;33;7;38;42;25
4715;28;3;2019;36;34;8;31;5
4716;29;3;2019;13;41;37;31;18
4717;30;3;2019;36;3;38;13;5
4718;31;3;2019;4;40;31;17;29
4719;1;4;2019;6;12;23;7;5
4720;2;4;2019;8;33;40;17;5
4721;3;4;2019;28;8;1;42;37
4722;4;4;2019;28;16;3;30;9
4723;5;4;2019;12;14;37;28;41
4724;6;4;2019;36;16;19;22;24
4725;7;4;2019;8;18;4;6;30
4726;8;4;2019;32;35;19;3;41
4727;9;4;2019;29;33;6;4;17
4728;10;4;2019;15;8;16;7;32
4729;11;4;2019;1;13;3;8;38
4730;12;4;2019;31;16;9;25;26
4731;13;4;2019;5;30;40;32;18
4732;14;4;2019;10;15;5;4;14
4733;15;4;2019;12;40;19;15;16
4734;16;4;2019;38;26;3;21;32
4735;17;4;2019;13;42;31;18;6
4736;18;4;2019;21;9;34;37;28
4737;19;4;2019;2;21;14;34;41
4738;20;4;2019;21;24;40;11;10
4739;21;4;2019;24;9;12;40;21
4740;22;4;2019;6;32;11;23;16
4741;23;4;2019;28;21;8;19;29
4742;24;4;2019;2;5;33;42;39
4743;25;4;2019;12;29;20;39;5
4744;26;4;2019;41;19;16;31;2
4745;27;4;2019;24;12;3;8;34
4746;28;4;2019;18;22;11;5;31
4747;29;4;2019;41;20;31;39;4
4748;30;4;2019;3;21;2;6;12
4749;1;5;2019;40;42;35;20;3
4750;2;5;2019;16;11;32;33;4
4751;3;5;2019;11;5;14;36;26
4752;4;5;2019;26;36;19;28;39
4753;5;5;2019;11;19;28;10;26
4754;6;5;2019;4;24;18;10;36
4755;7;5;2019;22;16;37;23;21
4756;8;5;2019;5;8;4;23;21
4757;9;5;2019;24;29;38;42;16
4758;10;5;2019;5;32;29;17;31
4759;11;5;2019;13;37;32;18;29
4760;12;5;2019;4;27;29;26;42
4761;13;5;2019;32;28;12;39;36
4762;14;5;2019;34;23;42;33;4
4763;15;5;2019;11;7;19;39;15
4764;16;5;2019;20;24;5;15;13
4765;17;5;2019;14;22;16;39;31
4766;18;5;2019;5;36;18;20;34
